,custcode,custname1,custareacode,fincustgrp,custaddress,currency
2223,CU1H00226,"HASMI TRADING COMPANY,",33,1,"HASMI TRADING COMPANY,  4/3150, SALABATPURA MAIN ROAD, SURAT ",IND
2224,CU1G00388,GUJARAT METAL WORKS,31,1,"GUJARAT METAL WORKS  A-41 LAGHU UDYOG KENDRA I B PATEL ROAD, GEREAON (E) MUMBAI ",IND
2225,CU1G00389,GMR VASAVI INDUSTRIES LIMITED,42,1,GMR VASAVI INDUSTRIES LIMITED  9/29/15/1  BALAJI NAGAR SIRIPURAM VISAKHAPATNAM ,IND
2226,CU1S06154,SRI SUBRAMANYA SPONGE IRON,43,1,SRI SUBRAMANYA SPONGE IRON P LTD FACTORY- 136B VEENIVERAPURA-HARGINDONI ROAD HARIGINDONI BELLARY(TQ & DT),IND
2227,CU1T03345,THAI SUMMIT NEEL AUTO PVT,41,1,"THAI SUMMIT NEEL AUTO PVT LTD NO:1&6,TVS INDUSTRIAL ESTATE HARITA HOSUR,KRISHNAGIRI(DT) ",IND
2228,CU1B01312,BINDU ENGINEERING INDUSTRIES,51,1,"BINDU ENGINEERING INDUSTRIES  119,DURAISWAMY NAIDU LAYOUT AVARAMPALAYAM COIMBATORE ",IND
2229,CU1F00359,FRICK INDIA LTD,11,1,FRICK INDIA LTD  21.5 KM MAIN MATHURA ROAD  FARIDABAD ,IND
2230,CU1J00961,JAI RAJ ISPAT LIMITED,43,1,"JAI RAJ ISPAT LIMITED (SPONGE IRON DIVISION) SURVEY NO 67&68,BELAGALLU VILL BELLARY BELLARY TQ& DIST KARNATAKA",IND
2231,CU1D01132,DALAS BOITECH LTD,11,1,"DALAS BOITECH LTD  E-292,PHASE -I RIICO INDUSTRIAL AREA BHIWADI RAJASTHAN",IND
2232,CU1K01981,KAILASH TUBEWELL COMPANY,12,1,"KAILASH TUBEWELL COMPANY  BUS STAND,CHOMU  DIST JAIPUR RAJASTHAN",IND
2233,CU1B01359,BONY POLYMERS PVT LTD,11,1,"BONY POLYMERS PVT LTD  PLOT NO:6,INDUSTRIAL AREA-4 VILL:BEGAMPUR HARIDWAR UTTRAKHAND",IND
2234,CU1A02584,AHUJA AUTOMOBILES,11,1,AHUJA AUTOMOBILES C/OKOSMO HYUNDAI AMRITSAR BY PASS OPP SATKAR PALACE TARN TAARAN ,IND
2235,CU1R01747,ROTO PUMPS LTD,11,1,"ROTO PUMPS LTD  B-14,PHASE - II EXTN  NOIDA U P",IND
2236,CU1M02305,MEGHA CASHEW PVT LTD,11,1,"MEGHA CASHEW PVT LTD  EPIP,RAJABAGAN BYRNIHAT RI BHOI(DT) MEGHALAYA",IND
2237,CU1N01958,NAANDNI ENTERPRISES,12,1,NAANDNI ENTERPRISES  SITE MALVIYA NAGAR  JAIPUR ,IND
2238,CU1P02291,PETROGEMS,31,1,"PETROGEMS 8-4-101/4 BANDLAGUDA INDUSTRIAL ESTATE OPP MOGHAL COLLEGE,KESHAVAGIRI HYDERABAD ",IND
2239,CU1S06912,SHREE SHANTI INDUSTRIES,21,1,"SHREE SHANTI INDUSTRIES  IN FRONT COSMOS CASTING TENDUA ROAD,HIRAPUR RAIPUR CHHATTISGARH",IND
2240,CU1N01975,NATIONAL AUTOMOTIVE TESTING AND,41,1,"NATIONAL AUTOMOTIVE TESTING AND R&D INFRASTRUCTURE PROJECT GLOBAL AUTOMOTIVE RESEARCH CENTRE, PLOT E1, ORAGADAM INDL. GROWTH CENTRE,MATHUR PO SRIPERUMBUDUR TALUK - 602 105",IND
2241,CU1V01206,VENKAT NARAYAN REDDY P,42,1,"VENKAT NARAYAN REDDY P  FLAT NO:306,SRINIVASA HOMES H NO:8-5-210/31 TO 37 SHIVA ENCLAVE,BOWENPALLY SECUNDERAABD",IND
2242,CU1C01332,CHROME MOTORS,43,1,"CHROME MOTORS   320/4,MYSORE ROAD OPP BHEL BANGALORE-26",IND
2243,CU1I00678,INDUSTRIAL TECHNICAL CONSULTANT,43,1,"INDUSTRIAL TECHNICAL CONSULTANT  MANJ NIVAS,FIRST CROSS NEAR PARK,VIVEKANANDA NAGAR HOSPET KARNATAKA",IND
2244,CU1N01981,NAV DURGA FUEL PVT LTD,21,1,NAV DURGA FUEL PVT LTD  VILL& PO:SARAIPALLI GHARGHODA ROAD RAIGARH(DT) CHHATISGARH,IND
2245,CU1S06945,STERLING STONEX PVT LTD,42,1,STERLING STONEX PVT LTD  ROTARY NAGAR TEKKALI SRIKAKULAM DIST ,IND
2246,CU1B01507,BD MOTORS,21,1,BD MOTORS  79G G T ROAD ASANSOL WEST BENGAL-713 303 ,IND
2247,CU1D01239,DHARANI KRISHNA ENTERPRISES,42,1,"DHARANI KRISHNA ENTERPRISES PVT LTD FLAT NO 1A,LANK MARK APARTMENT D NO 3-30-114,5TH LANE BRUNDAVAN GARDENS GUNTUR",IND
2248,CU1B01579,BHAGWATI VINTRADE PVT LTD,21,1,"BHAGWATI VINTRADE PVT LTD  B-5,PP COMPLEX,GOLA ROAD RAMGARH CANTT JHARKHAND ",IND
2249,CU1S07300,SRI SAI BOREWELLS,42,1,"SRI SAI BOREWELLS  BESIDE BALA KRISHNA THEATRE KONDAPALLI,VIJAYAWADA KRISHNA DIST ",IND
2250,CU1R02373,RUCHI PAPER MILLS LTD,11,1,"RUCHI PAPER MILLS LTD  589/2,BISRAKH INDUSTRIAL AREA CHHAPRAULA GHAZIABHAD U P",IND
2251,CU1T01621,TIRUPATI AUTOMOBILES,11,1,TIRUPATI AUTOMOBILES  AMBALA ROAD SAHARANPUR U P ,IND
2252,CU1P02504,PREMIER CASTING&ALLOYS,51,1,"PREMIER CASTING&ALLOYS  SF NO 259/1C,ACHAMPALAYAM ROAD KAREAGOUNDANPALAYAM PO ANNUR COIMBATORE",IND
2253,CU1M02665,MB AUTO WHEELS PVT LTD,14,1,"MB AUTO WHEELS PVT LTD  MB TOWER,KHACHANCHI CHOWK MEDICAL COLLEGE ROAD GORAKHPUR U P",IND
2254,CU1J01194,JAYCEE AUTOMOBILES PVT LTD,11,1,JAYCEE AUTOMOBILES PVT LTD  PLOT NO 171 INDUSTRIAL AREA PHASE -1 CHANDIGARH ,IND
2255,CU1S07517,SRIDEVI MINES&GRANITES IMPEX P LTD,42,1,SRIDEVI MINES&GRANITES IMPEX P LTD  HOUSE NO 3-11-65/1 RAMANTHAPUR COLONY HYDERABAD ,IND
2256,CU1S07603,SRI BHAVANI RICE INDUSTRIES,43,1,SRI BHAVANI RICE INDUSTRIES  MAGOD ROAD RANEBENNUR TAULUK HAVERI DIST ,IND
2257,CU1S07494,SHISHIR KNITING & DYEING,612,3,"SHISHIR KNITING & DYEING  196,KOBI JASIMUDDIN ROAD PAGAR,TONGI,GAZIPUR BANGLADESH ",USD
2258,CU1H01008,HOMAGAMA SERVICE CENTRE,611,3,"HOMAGAMA SERVICE CENTRE  120/6,KRUSHI MAWATHA HIGH LEVEL ROAD HOMAGAMA SRILANKA",USD
2259,CU1L00793,L&T CONSTRUCTION,11,1,"L&T CONSTRUCTION  TRANSPORTATION IC DELHI TO AGRA ROAD,PROJECT OFF NH-2,KM-107,OPP TO PEPSICO FAC KOSIKALAN,CHHATA,MATHURA DIST",IND
2260,CU1A03266,AMTEK CRANKSHAFTS INDIA LTD,11,1,"AMTEK CRANKSHAFTS INDIA LTD  PLOT NO 54,SECTOR-3 HSIDC MANESAR DIST:GURGAON HARYANA",IND
2261,CU1E00181,ENCEE AROMATICS PRIVATE LIMITED,51,1,"ENCEE AROMATICS PRIVATE LIMITED  14-1-68 AND 69 MAIN ROAD, METTUPALAYAM COIMBATORE ",IND
2262,CU1D00098,DHANESH AUTO ELECTRICALS LTD,32,1,"DHANESH AUTO ELECTRICALS LTD  PLOT NO \# 70,SECTOR \# 10 PCNTDA IND AREA,BHOSARI PUNE ",IND
2263,CU1D00264,DIRECTORATE OF GROUNDWATER SURVEYS,32,2,"DIRECTORATE OF GROUNDWATER SURVEYS & DEVELOPMENT AGENCY (GSDA) PMT BUILDING SHANKARSHET ROAD, SWARGATE PUNE ",IND
2264,CU1D00266,DURGA BOREWELL,33,1,"DURGA BOREWELL  OPP.RUDRAKSH NEAR FIRE BRIGADE, ODHAV ROAD AHMEDABAD ",IND
2265,CU1D00267,DHAWUDU PETROLEUM PRIVATE LIMITED,54,1,"DHAWUDU PETROLEUM PRIVATE LIMITED  HPC DEALER, POST BOX 563 23 THIAGABRAHMAN STREET SALEM ",IND
2266,CU1D00268,DEVI SPINNING MILLS LIMITED,54,1,DEVI SPINNING MILLS LIMITED  SALEM HOSUR BYE PASS ROAD VANNAMPATTY DHARMAPURI ,IND
2267,CU1D00269,DHARAMPAL SATYAPAL,11,1,"DHARAMPAL SATYAPAL  A-85, SECTOR - 2  NOIDA (U P) ",IND
2268,CU1F00019,FLOAT GLASS INDIA LIMITED,31,1,FLOAT GLASS INDIA LIMITED  NEAR WAKED BRIDGE LANJA TALUK RATNAGIRI ,IND
2269,CU1F00020,FLORA SILK LIMITED,43,1,FLORA SILK LIMITED  NO 345/1 TELGUNAHALLI ANEKAL BANGALORE ,IND
2270,CU1F00021,FLORA SPINNERS PRIVATE LIMITED,11,1,FLORA SPINNERS PRIVATE LIMITED  SECTOR 29 HUDA PANIPET ,IND
2271,CU1F00022,FLOWMEC ENGINEERS,32,1,"FLOWMEC ENGINEERS  31/4TH FLOOR, HIGHWAY TOWERS, CHINCHWAD PUNE ",IND
2272,CU1F00024,FLUIDYNE SYSTEMS,32,1,"FLUIDYNE SYSTEMS  S.NO.25, NANDED PHATA, SINHAGAD ROAD, PUNE ",IND
2273,CU1H00062,HIGHWAY SERVICE STATION,42,1,HIGHWAY SERVICE STATION   19/1/914A BAHADURPURA HYDERABAD ,IND
2274,CU1H00065,HIMACHAL FIBERS LIMITED,12,1,HIMACHAL FIBERS LIMITED  INDUSTRIAL AREA  BAROTIWALA ,IND
2275,CU1G00334,GE ELECTRICAL DISTRIBUTION &,43,1,GE ELECTRICAL DISTRIBUTION & CONTROLS INDIA PVT. LTD 150 VARTHUR ROAD  BANGALORE ,IND
2276,CU1H00047,HEG LIMITED,34,1,HEG LIMITED  GRAPHITE DIVISION  MANDIDEEP ,IND
2277,CU1H00048,HEMA DEVI LORRY SERVICE,52,1,HEMA DEVI LORRY SERVICE    TRICHIRAPALLI ,IND
2278,CU1H00049,HEMA ENGINEERING INDUSTRIES P LTD,11,1,HEMA ENGINEERING INDUSTRIES P LTD  69KM STONE DELHI-JAIPUR HIGHWAY DHARUHERA DIST REWARI(HARYANA),IND
2279,CU1H00051,HERITAGE FOODS (INDIA) LIMITED,42,1,HERITAGE FOODS (INDIA) LIMITED  6-3-541/C PANJAGUTTA HYDERABAD ,IND
2280,CU1H00052,HERITAGE FOODS (INDIA) LIMITED,41,1,HERITAGE FOODS (INDIA) LIMITED  8 49 MEGHANA APARTMENTS NEAR AIR TIRUPATHI ,IND
2281,CU1H00053,HERITAGE PAPER MILLS LIMITED,51,1,HERITAGE PAPER MILLS LIMITED  SWAMINATHAPURAM MADATHUKULAM UDUMALPET ,IND
2282,CU1H00055,HERO HONDA MOTORS LIMITED,11,1,"HERO HONDA MOTORS LIMITED  69 KM STONE,DELHI JAIPUR HIGH- WAY, DHARUHERA REWARI ",IND
2283,CU1E00372,EXCEL MOTORS & ENGG WORKS,11,1,EXCEL MOTORS & ENGG WORKS  RAMUR ROAD NEAR STM FOREST HOSPITAL NAENVEL DELHI,IND
2284,CU1G00010,GOA SHIPYARD LIMITED,31,2,GOA SHIPYARD LIMITED  VAS-CO-DA-GAMA VAS-CO-DA-GAMA GOA-403 802 ,IND
2285,CU1G00011,GREATER INDIA INDUSTRIAL CORPO,11,3,"GREATER INDIA INDUSTRIAL CORPO RATION 3 COMMUNITY CENTRE,FIRST FLOOR PHASE I, MAYAPURI NEW DELHI ",IND
2286,CU1G00013,GADHAVI SHAILENDRA MADHAVDAN,12,1,GADHAVI SHAILENDRA MADHAVDAN  DAHEJ  BHARUCH ,IND
2287,CU1S07808,SIREESH AUTO PVT LTD,43,1,"SIREESH AUTO PVT LTD   33/11,SRI HARI TOWERS, RUPENA AGRAHARA HOSUR MAIN ROAD BANGALORE",IND
2288,CU1G01653,GOYAL MOTOCORP PVT LTD,21,1,GOYAL MOTOCORP PVT LTD  BHAGAWANPUR JINDAL ROAD RAIGARH ,IND
2289,CU1M02762,MUNGI ENGINEERS PVT LTD,31,1,"MUNGI ENGINEERS PVT LTD   E-67/68/69/70,MIDC,AMBAD NASHIK,MAHARASHTRA ",IND
2290,CU1M02824,MERCURY MARINE SUPPLIERS,31,1,"MERCURY MARINE SUPPLIERS  ROOM NO 40/41,PD MELLO ROAD TARVOTTI BHAVAN,FORT MUMBAI ",IND
2291,CU1K02353,KASHI VISHWANATH TEXTILE MILL P LTD,11,1,"KASHI VISHWANATH TEXTILE MILL P LTD  5TH KM STONE,RAMNAGAR ROAD KASHIPUR UTTRAKHAND US NAGAR",IND
2292,CU1M02929,MADHUSUDAN MARBLE PVT LTD,12,1,"MADHUSUDAN MARBLE PVT LTD  NH 8,UDYOG VIHAR SUKHER UDAIPUR ",IND
2293,CU1P02911,PRAKASH MOTORS,33,1,PRAKASH MOTORS  OPP THREE CORNER GARDEN MIRZAPUR AHMEDABAD ,IND
2294,CU1W00343,WEST SIDE CARS PVT LTD,33,1,"WEST SIDE CARS PVT LTD  G/F,1-4,SOLITAIRE CORPORATE BUSINESS PARK,BESIDE DIVYA BHASKAR,SG ROAD,MAKARBA AHMEDABAD",IND
2295,CU1T01790,TIRUPATI PLASSTOMATICS PVT LTD,12,1,"TIRUPATI PLASSTOMATICS PVT LTD  B-141(A),ROAD NO 9D,VKIA JAIPUR RAJASTHAN ",IND
2296,CU1P02895,PELICAN ROTOFLEX PVT LTD,33,1,"PELICAN ROTOFLEX PVT LTD  PLOT NO 2319/2321,ROAD NO 8 METODA GIDC,KALAWAD ROAD RAJKOT RAJKOT",IND
2297,CU1U00467,ULTRA WORLDWIDE PVT LTD,31,1,"ULTRA WORLDWIDE PVT LTD  201/202,JOSHI CHAMBERS AHMEDABAD ST IRON MARKET MUMBAI ",IND
2298,CU1P02940,PROTECNA,702,3,PROTECNA  ENGERHARIA PROJECTOS E METOTO CP 2199 MAPUTO MOZAMBIQUE ,USD
2299,CU1V01483,VAISHNAVI ENTERPRISES,32,1,"VAISHNAVI ENTERPRISES  SHOP NO 1,SHAYADRI SHOPPING CENTRE,OLD EMPLOYMENT CHOWK NEAR KAMAT HOTEL,SOLAPUR DIST:SOLAPUR",IND
2300,CU1S08458,SRI KALIGAMBAL PULSES,41,1,"SRI KALIGAMBAL PULSES  NO 20/20A,THIRUNAVUKKARASU THOTTAM,2ND STREET CHENNAI ",IND
2301,CU1M03011,MIRAJ TRADE COM PVT LTD,11,1,MIRAJ TRADE COM PVT LTD  OPER KI ODEN  OPER KI ODEN ,IND
2302,CU1S08569,SHREYASH MOTORS,12,1,"SHREYASH MOTORS  NEAR TOLL PLAZA PIPLAJ,BEAWAR RAJASTHAN ",IND
2303,CU1R02208,REALPRO AUTO HUB PVT LTD,11,1,"REALPRO AUTO HUB PVT LTD  RZ-154,IST FLOOR MAIN JAGDAMBA ROAD TUGHLAKABAD EXTN NEW DELHI",IND
2304,CU1A03755,AARESS AUTO PVT LTD,11,1,"AARESS AUTO PVT LTD  PLOT NO 25,SECTOR-25 FARIDABAD HARYANA ",IND
2305,CU1D01508,DINESH K,54,1,"DINESH K S/O KRISHNAN M NO 6/23,THOTTIPALAYAM CHITTALANDUR,UPPUPALAYAM PO TIRUCHENGODE ",IND
2306,CU1S08899,SAI AUTOMOBILES,31,1,"SAI AUTOMOBILES   NEAR JASAI NAKA, JASAI VILLAGE URAN PANVEL ROAD, ST. H. NO.56 URAN, RAIGAD-410206",IND
2307,CU1S08900,SHREE MAHAGANESH TYRES,31,1,SHREE MAHAGANESH TYRES  SAHADA  NASHIK ,IND
2308,CU1E00031,EAST COAST STEEL LIMITED,41,1,EAST COAST STEEL LIMITED  CUDDALORE ROAD PILLIYARKUPPAM POST BAHOUR COM PONDICHERRY ,IND
2309,CU1D00130,DHARM FABRICATORS PRIVATE LIMITED,51,1,DHARM FABRICATORS PRIVATE LIMITED  V K V THOTTAM K VADAMADURAI COIMBATORE ,IND
2310,CU1D00570,DURGA CARRIERS PVT LTD,34,1,DURGA CARRIERS PVT LTD  NEAR KRISHAN RICE MILL BALODA BAGMIR CHATTISHGARH ,IND
2311,CU1E00032,EASTERN COALFIELDS LIMITED,21,2,"EASTERN COALFIELDS LIMITED  SODEPUR CENTRAL STORES SONEPUR BAZARI, PO. DISERGARH BURDHAWAN ",IND
2312,CU1E00033,EASTERN NAVAL COMMAND,42,2,"EASTERN NAVAL COMMAND   MATERIAL ORGANISATION EASTERN NAVAL COMMAND, VISAKHAPATNAM-530008",IND
2313,CU1E00034,EASTERN RAILWAY,21,2,EASTERN RAILWAY  SEALDAH NARKELDENGA SHED CALCUTTA ,IND
2314,CU1E00035,EASTERN RAILWAY,21,2,EASTERN RAILWAY    ASANSOL ,IND
2315,CU1E00036,EASTERN RAILWAY,21,2,EASTERN RAILWAY    BURDHWAN ,IND
2316,CU1F00138,FRONTLINE AUTOMOBILES,43,1,FRONTLINE AUTOMOBILES  NH-17-KOLAR  MANGALORE ,IND
2317,CU1G00170,GGN SPINNING MILL PRIVATE LIMITED,52,1,GGN SPINNING MILL PRIVATE LIMITED  MADURAPURAI ALAGAPURI POST PERIYAKULAM ,IND
2318,CU1G00172,GALLANT REVENUE,631,3,GALLANT REVENUE  C/O G & J LAYSHON 231 ST VINCENT ST P T ADELAIDE SOUTH AUSTRALIA,USD
2319,CU1G00173,GEE PEE BULK HANDLERS PVT LIMITED,33,1,"GEE PEE BULK HANDLERS PVT LIMITED  ""P O BOX NO 260,""""GEE PEE HOUS 1ST FLOOR,PLOT NO.345,WARD12/B GANDHIDHAM - KUTCH ",IND
2320,CU1G00174,GOKULANAND TEXTURISERS PVT LIMITED,33,1,"GOKULANAND TEXTURISERS PVT LIMITED  PLOT NO 8B, BLOCK NO 455, N H NO 8,VILL.-TK. PALSANA SURAT ",IND
2321,CU1G00176,GOINDI MACHINES PRIVATE LIMITED,11,1,GOINDI MACHINES PRIVATE LIMITED  337 INDUSTRIAL AREA PHASE IX MOHALI(pb) ,IND
2322,CU1G00177,GOVERNMENT OF INDIA,31,1,"GOVERNMENT OF INDIA  FISHERY SURVEY OF INDIA HOTEL PALACE BUILDING,MARGAO GOA ",IND
2323,CU1G00178,GODAVARI PLASTO CONTAINERS PVT LTD,42,1,"GODAVARI PLASTO CONTAINERS PVT LTD  99/1/B PHASE II INDL. DEVEP. AREA,CHERALAPALLY SECUNDERABAD ",IND
2324,CU1F00013,FESTO CONTROLS PRIVATE LIMITED,43,1,"FESTO CONTROLS PRIVATE LIMITED  PLOT NO.226 BOMMASANDRA INDUSTRIAL AREA, ATTIBELE POST BANGALORE ",IND
2325,CU1E00351,EXIDE INDUSTRIES LTD,31,1,EXIDE INDUSTRIES LTD  KANJUR MARG STATION MUMBAI-42  ,IND
2326,CU1E00352,ELECTRIC FIELD COMPANY,11,1,"ELECTRIC FIELD COMPANY ELECTRIC FIELD HOUSE 75-81,INDUSTRIAL AREA PHASE-II,GANGYAL JAMMU ",IND
2327,CU1F00014,FILTRON ENGINEERS PRIVATE LIMITED,31,1,FILTRON ENGINEERS PRIVATE LIMITED    BRAHMANI ,IND
2328,CU1F00015,FINECOT SPINNING MILLS PRIVATE LIMI,51,1,FINECOT SPINNING MILLS PRIVATE LIMI TED 7/53 NEELIPALAYAM NOCHIKKUTTAI(POST) COIMBATORE ,IND
2329,CU1F00017,FINE PRODUCT INDIA PRIVATE LIMITED,11,1,FINE PRODUCT INDIA PRIVATE LIMITED  C 39 SECTOR 7  NOIDA ,IND
2330,CU1D00154,DASCO,21,1,DASCO  17 DEBINIBASH ROAD  CALCUTTA ,IND
2331,CU1E00340,EASWARAMOORTHY,45,1,EASWARAMOORTHY    PONDICHERY ,IND
2332,CU1E00341,ENTEL MOTOR PVT LTD,21,1,"ENTEL MOTOR PVT LTD  AUTHORISED MARUTHI DEALER 6TH MILE PO TAOONE GANGTOK,SIKKIM - 737 102 ",IND
2333,CU1G00082,GOUNDER AND CO,51,1,GOUNDER AND CO    COIMBATORE ,IND
2334,CU1G00083,GOUNDER AUTO SERVICE,54,1,GOUNDER AUTO SERVICE  1029 A MAIN ROAD BHAVANI ,IND
2335,CU1G00084,GOVERNMENT AUTOMOBILE WORKSHOP,51,2,GOVERNMENT AUTOMOBILE WORKSHOP  GOVT. AUTOMOBILE WORKSHOP METTUPALAYAM ROAD COIMBATORE ,IND
2336,CU1G00085,GOVINDAM GRANI & MARBO PRIVATE LIMI,21,1,"GOVINDAM GRANI & MARBO PRIVATE LIMI TED V & P.O.GUDHA NAL TEHSIL, SIWANA SIWAN ",IND
2337,CU1G00086,GOVINDA PROCESSORS,33,1,"GOVINDA PROCESSORS  NEAR GUPTA PRINTING & DYEING PLOT NO.498-499,GIDC,PANDESARA SURAT ",IND
2338,CU1D00295,DRESSER VALVE INDIA PRIVATE LIMITED,51,1,"DRESSER VALVE INDIA PRIVATE LIMITED  SF NO.608, CHETTIPALAYAM ROAD P O ECHANARI COIMBATORE ",IND
2339,CU1E00040,EASTERN RAILWAY,21,2,EASTERN RAILWAY    JAMALPUR ,IND
2340,CU1E00041,EASTERN RAILWAY,21,2,EASTERN RAILWAY  LILUAH  HOWRAH WESTERN BENGAL,IND
2341,CU1E00042,EASTERN RAILWAY,21,2,EASTERN RAILWAY  .  SEALDAH ,IND
2342,CU1D00165,DYNAMIC ELECTRONICS LIMITED,43,1,DYNAMIC ELECTRONICS LIMITED    BANGALORE ,IND
2343,CU1D00166,DYTEK INDIA LIMITED,43,1,DYTEK INDIA LIMITED    BANGALORE ,IND
2344,CU1D00168,DEVA COTTAGE INDUSTRIES,51,1,DEVA COTTAGE INDUSTRIES  51/4 SOUTH STREET KRISHNA RAYAPURAM POST COIMBATORE ,IND
2345,CU1D00169,DALMIA MAGNESITE CORPORATION,54,1,DALMIA MAGNESITE CORPORATION    SALEM ,IND
2346,CU1D00170,DEVEY ENGINEERING CORPORATION,53,1,DEVEY ENGINEERING CORPORATION    THIRUSSUR ,IND
2347,CU1D00481,DEEPAK GUPTA,34,1,DEEPAK GUPTA  C/O MAHALAXMI BOREWELLS NEWBUSTAND JAORA ,IND
2348,CU1D00482,DINESHBHAI  VALLABHBHAI BHAKT,33,1,"DINESHBHAI  VALLABHBHAI BHAKT  MADHI POST TALUKA,BARDOLI SURAT DIST ",IND
2349,CU1D00484,DHANRAJ M,51,1,"DHANRAJ M S/O MUTHUSAMY NO 13,KARUNANITHI STREET KALUE,BUNGALOW PONDICHERY-11 ",IND
2350,CU1D00485,V DALICHAND & CO,31,1,"V DALICHAND & CO  12,MAHESH CHAMBERES 391, NN STREET MUMBAI ",IND
2351,CU1D00486,DHANALAKSHMI TRADERS,51,1,"DHANALAKSHMI TRADERS  17/93,JAMEDAR STREET  COIMBATORE ",IND
2352,CU1D00487,DIAMOND ENTERPRISES,32,1,DIAMOND ENTERPRISES  SHED NO 9 GANDHI BHAVAN KOTHRUD PUNE,IND
2353,CU1D00489,DHANLAXMI BOREWELLS,31,1,DHANLAXMI BOREWELLS  MAYRU NIVAS SRINAGAR BIDAR ROAD VELIGORI DIST LATUR,IND
2354,CU1D00271,DELTON CABLES LIMITED,11,1,DELTON CABLES LIMITED  70 TH MILESTONE DELHI - JAIPUR HIGHWAY DHARUHERA HARYANA,IND
2355,CU1D00272,DEMARTE INDUSTRIES LIMITED,11,1,DEMARTE INDUSTRIES LIMITED  (SPINNING DIVISION) KANGANWAL LUDHIANA ,IND
2356,CU1D00273,DANFOSS INDUSTRIES PRIVATE LIMITED,41,1,DANFOSS INDUSTRIES PRIVATE LIMITED  243 OLD MAHABALIPURAM ROAD SHOLINGANALLUR CHENNAI ,IND
2357,CU1D00492,DBK INDIA TECHNOLOGIES PVT LTD,51,1,DBK INDIA TECHNOLOGIES PVT LTD  167/2A SIRUVANI MAIN ROAD THEETHIPALAYAM COIMBATORE ,IND
2358,CU1D00493,DIAMOND FABRICATIORS,11,1,DIAMOND FABRICATIORS  INDUSTRIAL AREA  SULTANPUR 227 817,IND
2359,CU1D00717,DINESH SHARMA,34,1,DINESH SHARMA GOVT CONTRACTORE&SUPPLIER NAV JEEVAN COLONY CHOHOLA MANDIR BHOPAL ,IND
2360,CU1D00718,DENA MODERN RICE MILL,51,1,"DENA MODERN RICE MILL  37,KATHUMAVADI ROAD VAIRIVAYAL ARANTHANGI ",IND
2361,CU1D00719,DHANRAJ BOREWELLS,45,1,"DHANRAJ BOREWELLS  NO 50,SHAKTHI NAGAR PUMP HOUSE ROAD OUBGURAT PONDICHERRY",IND
2362,CU1D00720,D G MOTORS PVT LTD,21,1,D G MOTORS PVT LTD  BASERA COMPLEX DHANSAR DHANBAD ,IND
2363,CU1D00722,DHANRAJ AGRO SERVICE,45,1,"DHANRAJ AGRO SERVICE  NO -16,AMMAN NAGAR GOBALAN KADAI PONDICHERRY ",IND
2364,CU1D00724,D L INTERNATIONAL,41,1,"D L INTERNATIONAL  NO 9/4,THIRUVENGADAM STREET WEST MAMBALAM CHENNAI ",IND
2365,CU1D00099,DEEPAK ENGINEERING COMPANY,34,6,DEEPAK ENGINEERING COMPANY  E 4/89 AREARA COLONY  BHOPAL ,IND
2366,CU1E00379,ELANGO RANGANATHAN,51,1,ELANGO RANGANATHAN  PEERKS SCHOOL  TRICHY ROAD COIMBATORE,IND
2367,CU1G00017,GANDAKI TYRE & TREAD,31,1,GANDAKI TYRE & TREAD  C/0 SHIVA TYRE RESOLING UTTAM CHOWK POKHRA ,IND
2368,CU1G00018,GANESH GUPTA,34,1,GANESH GUPTA  B.L.5  NEW POST OFFICE BUILDING  P.O. JAGATDAL 24 PARGANAS ,IND
2369,CU1G00019,GANESH KUMAR AGARWAL,45,1,GANESH KUMAR AGARWAL     PONDICHERY,IND
2370,CU1G00020,GANESH LAXMI PROCESSORS,33,1,"GANESH LAXMI PROCESSORS  PLOT NO.176B, RING ROAD KHADODARA CHAR RASTA SURAT ",IND
2371,CU1G00022,GANESH SPINNING MILLS,51,1,GANESH SPINNING MILLS  (UNIT OF THE SUGUNA MILLS LTD) 3/25 MAVUTHAMPATHI POST COIMBATORE ,IND
2372,CU1G00023,GANGA HOTELS PRIVATE LIMITED,42,1,GANGA HOTELS PRIVATE LIMITED  THE CENTRAL COURT 6-1-71 LAKDI-KA-PUL HYDERABAD ,IND
2373,CU1G00024,GANGA SABAPATTU AND CO,54,1,GANGA SABAPATTU AND CO    ERODE ,IND
2374,CU1E00218,ENKEY ENGINEERING WORKS,51,1,ENKEY ENGINEERING WORKS  NO:41 1/3 NGGO COLONY  COIMBATORE ,IND
2375,CU1F00099,FILLOX INDUSTRIES,11,1,FILLOX INDUSTRIES  B 27 MANGOLPURI INDL AREA PHASE II DELHI ,IND
2376,CU1F00100,FITCO DIPPED PRODUCTS PVT LIMITED,53,1,"FITCO DIPPED PRODUCTS PVT LIMITED  PLOT NO 14/A, GARMENT COMPLEX C E P Z, KAKKANAD COCHIN ",IND
2377,CU1F00101,FIEM RINDER PVT LIMITED,32,1,FIEM RINDER PVT LIMITED  PLOT NO 74-74A  F-II BLOCK M.I.D.C  PIMPRI PUNE ,IND
2378,CU1G00027,GARAGE EQUIPMENTS CORPORATION,32,1,"GARAGE EQUIPMENTS CORPORATION  398-A, GANESH PETH, LAXMI ROAD DULYA MARUTHI CHOWK PUNE ",IND
